priority,review_type,directory,file_count,image_file_count,total_size_mb,why_review
2,mask_label_candidate,extracted_zips/Tien_DiscView/rivanna_origa_train_backup_10082025/rivanna_origa_train_backup_10082025/automated_screening/ORIGA/Thresholded_Images_Square,650,650,90.597908,"Potential cup/disc masks, predictions, PSD labels, or bounding boxes. Needed to pair images with ground truth."
2,mask_label_candidate,extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/ImagesWithContours,488,488,83.191399,"Potential cup/disc masks, predictions, PSD labels, or bounding boxes. Needed to pair images with ground truth."
2,mask_label_candidate,extracted_zips/convert_psd_to_label/convert_psd_to_label/processed_pngs/clinic_images,113,113,67.969578,"Potential cup/disc masks, predictions, PSD labels, or bounding boxes. Needed to pair images with ground truth."
2,mask_label_candidate,extracted_zips/Tien_DiscView/rivanna_origa_train_backup_10082025/rivanna_origa_train_backup_10082025/automated_screening/ORIGA/psd_clinic_images_png,113,113,67.969578,"Potential cup/disc masks, predictions, PSD labels, or bounding boxes. Needed to pair images with ground truth."
2,mask_label_candidate,extracted_zips/Tien_DiscView/rivanna_origa_train_backup_10082025/rivanna_origa_train_backup_10082025/automated_screening/ORIGA/oldthreshold_mistake_training_split/train/images,455,455,63.436172,"Potential cup/disc masks, predictions, PSD labels, or bounding boxes. Needed to pair images with ground truth."
2,mask_label_candidate,extracted_zips/Tien_DiscView/Test_Non_Processed_Images/Test Non-processed Images Data,109,109,58.332504,"Potential cup/disc masks, predictions, PSD labels, or bounding boxes. Needed to pair images with ground truth."
2,mask_label_candidate,extracted_zips/Tien_DiscView/rivanna_origa_train_backup_10082025/rivanna_origa_train_backup_10082025/automated_screening/ORIGA/Test Non-processed Images Data,109,109,58.332504,"Potential cup/disc masks, predictions, PSD labels, or bounding boxes. Needed to pair images with ground truth."
2,mask_label_candidate,extracted_zips/rivanna_train_discview/rivanna_train_discview/Test Non-processed Images Data,109,109,58.332504,"Potential cup/disc masks, predictions, PSD labels, or bounding boxes. Needed to pair images with ground truth."
2,mask_label_candidate,extracted_zips/Tien_DiscView/rivanna_origa_train_backup_10082025/rivanna_origa_train_backup_10082025/automated_screening/ORIGA/Thresholded_Images_Square_15_4,650,650,46.608776,"Potential cup/disc masks, predictions, PSD labels, or bounding boxes. Needed to pair images with ground truth."
2,mask_label_candidate,extracted_zips/rivanna_train_discview/rivanna_train_discview/Thresholded_Images_Square_15_4,650,650,46.608776,"Potential cup/disc masks, predictions, PSD labels, or bounding boxes. Needed to pair images with ground truth."
2,mask_label_candidate,extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations,652,2,16.065817,"Potential cup/disc masks, predictions, PSD labels, or bounding boxes. Needed to pair images with ground truth."
2,mask_label_candidate,extracted_zips/Tien_DiscView/rivanna_origa_train_backup_10082025/rivanna_origa_train_backup_10082025/automated_screening/ORIGA/oldthreshold_mistake_training_split/test/images,98,98,13.673573,"Potential cup/disc masks, predictions, PSD labels, or bounding boxes. Needed to pair images with ground truth."
2,mask_label_candidate,extracted_zips/Tien_DiscView/rivanna_origa_train_backup_10082025/rivanna_origa_train_backup_10082025/automated_screening/ORIGA/oldthreshold_mistake_training_split/val/images,97,97,13.488162,"Potential cup/disc masks, predictions, PSD labels, or bounding boxes. Needed to pair images with ground truth."
2,mask_label_candidate,extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Masks,650,650,6.949396,"Potential cup/disc masks, predictions, PSD labels, or bounding boxes. Needed to pair images with ground truth."
2,mask_label_candidate,extracted_zips/Tien_DiscView/Test_Processed_Images/Test Preprocessed Images Data,48,48,5.31279,"Potential cup/disc masks, predictions, PSD labels, or bounding boxes. Needed to pair images with ground truth."
2,mask_label_candidate,extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Predictions/Disc,650,650,5.102674,"Potential cup/disc masks, predictions, PSD labels, or bounding boxes. Needed to pair images with ground truth."
2,mask_label_candidate,extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Predictions/Cup,650,650,5.028817,"Potential cup/disc masks, predictions, PSD labels, or bounding boxes. Needed to pair images with ground truth."
2,mask_label_candidate,extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Masks_Cropped,650,650,1.641981,"Potential cup/disc masks, predictions, PSD labels, or bounding boxes. Needed to pair images with ground truth."
2,mask_label_candidate,extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/Contours,1952,0,1.007017,"Potential cup/disc masks, predictions, PSD labels, or bounding boxes. Needed to pair images with ground truth."
2,mask_label_candidate,extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Masks_Square,651,651,0.993426,"Potential cup/disc masks, predictions, PSD labels, or bounding boxes. Needed to pair images with ground truth."
2,mask_label_candidate,extracted_zips/Tien_DiscView/rivanna_origa_train_backup_10082025/rivanna_origa_train_backup_10082025/automated_screening/ORIGA/Masks_Square,650,650,0.98952,"Potential cup/disc masks, predictions, PSD labels, or bounding boxes. Needed to pair images with ground truth."
2,mask_label_candidate,extracted_zips/rivanna_train_discview/rivanna_train_discview/Masks_Square,650,650,0.98952,"Potential cup/disc masks, predictions, PSD labels, or bounding boxes. Needed to pair images with ground truth."
2,mask_label_candidate,extracted_zips/Tien_DiscView/rivanna_origa_train_backup_10082025/rivanna_origa_train_backup_10082025/automated_screening/ORIGA/oldthreshold_mistake_training_split/train/masks,455,455,0.692397,"Potential cup/disc masks, predictions, PSD labels, or bounding boxes. Needed to pair images with ground truth."
2,mask_label_candidate,extracted_zips/Tien_DiscView/rivanna_origa_train_backup_10082025/rivanna_origa_train_backup_10082025/automated_screening/ORIGA/training_split/train/masks,455,455,0.692397,"Potential cup/disc masks, predictions, PSD labels, or bounding boxes. Needed to pair images with ground truth."
2,mask_label_candidate,extracted_zips/convert_psd_to_label/convert_psd_to_label/processed_pngs/clinic_image_masks,113,113,0.303635,"Potential cup/disc masks, predictions, PSD labels, or bounding boxes. Needed to pair images with ground truth."
2,mask_label_candidate,extracted_zips/Tien_DiscView/rivanna_origa_train_backup_10082025/rivanna_origa_train_backup_10082025/automated_screening/ORIGA/oldthreshold_mistake_training_split/test/masks,98,98,0.149886,"Potential cup/disc masks, predictions, PSD labels, or bounding boxes. Needed to pair images with ground truth."
2,mask_label_candidate,extracted_zips/Tien_DiscView/rivanna_origa_train_backup_10082025/rivanna_origa_train_backup_10082025/automated_screening/ORIGA/training_split/test/masks,98,98,0.149886,"Potential cup/disc masks, predictions, PSD labels, or bounding boxes. Needed to pair images with ground truth."
2,mask_label_candidate,extracted_zips/Tien_DiscView/rivanna_origa_train_backup_10082025/rivanna_origa_train_backup_10082025/automated_screening/ORIGA/oldthreshold_mistake_training_split/val/masks,97,97,0.147237,"Potential cup/disc masks, predictions, PSD labels, or bounding boxes. Needed to pair images with ground truth."
2,mask_label_candidate,extracted_zips/Tien_DiscView/rivanna_origa_train_backup_10082025/rivanna_origa_train_backup_10082025/automated_screening/ORIGA/training_split/val/masks,97,97,0.147237,"Potential cup/disc masks, predictions, PSD labels, or bounding boxes. Needed to pair images with ground truth."
2,mask_label_candidate,extracted_zips/Tien_DiscView/Segmentation_Model/Segmentation_Model,1,0,0.011416,"Potential cup/disc masks, predictions, PSD labels, or bounding boxes. Needed to pair images with ground truth."
3,public_reference_candidate,extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Images,650,650,465.651101,Potential public clean fundus data such as ORIGA. Needed for public train/validation/holdout.
3,public_reference_candidate,extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Images_Glare,650,650,182.675507,Potential public clean fundus data such as ORIGA. Needed for public train/validation/holdout.
3,public_reference_candidate,extracted_zips/Tien_DiscView/rivanna_origa_train_backup_10082025/rivanna_origa_train_backup_10082025/automated_screening/ORIGA/Thresholded_Images_Square,650,650,90.597908,Potential public clean fundus data such as ORIGA. Needed for public train/validation/holdout.
3,public_reference_candidate,extracted_zips/Tien_DiscView/rivanna_origa_train_backup_10082025/rivanna_origa_train_backup_10082025/automated_screening/ORIGA/psd_clinic_images_png,113,113,67.969578,Potential public clean fundus data such as ORIGA. Needed for public train/validation/holdout.
3,public_reference_candidate,extracted_zips/Tien_DiscView/rivanna_origa_train_backup_10082025/rivanna_origa_train_backup_10082025/automated_screening/ORIGA/oldthreshold_mistake_training_split/train/images,455,455,63.436172,Potential public clean fundus data such as ORIGA. Needed for public train/validation/holdout.
3,public_reference_candidate,extracted_zips/Tien_DiscView/rivanna_origa_train_backup_10082025/rivanna_origa_train_backup_10082025/automated_screening/ORIGA/Test Non-processed Images Data,109,109,58.332504,Potential public clean fundus data such as ORIGA. Needed for public train/validation/holdout.
3,public_reference_candidate,extracted_zips/Tien_DiscView/rivanna_origa_train_backup_10082025/rivanna_origa_train_backup_10082025/automated_screening/ORIGA/Thresholded_Images_Square_15_4,650,650,46.608776,Potential public clean fundus data such as ORIGA. Needed for public train/validation/holdout.
3,public_reference_candidate,extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Images_Square,650,650,35.066236,Potential public clean fundus data such as ORIGA. Needed for public train/validation/holdout.
3,public_reference_candidate,extracted_zips/Tien_DiscView/rivanna_origa_train_backup_10082025/rivanna_origa_train_backup_10082025/automated_screening/ORIGA/Images_Square,650,650,35.066236,Potential public clean fundus data such as ORIGA. Needed for public train/validation/holdout.
3,public_reference_candidate,extracted_zips/Tien_DiscView/rivanna_origa_train_backup_10082025/rivanna_origa_train_backup_10082025/automated_screening/ORIGA/training_split/train/images,455,455,32.426007,Potential public clean fundus data such as ORIGA. Needed for public train/validation/holdout.
3,public_reference_candidate,extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Semi-automatic-annotations,652,2,16.065817,Potential public clean fundus data such as ORIGA. Needed for public train/validation/holdout.
3,public_reference_candidate,extracted_zips/Tien_DiscView/rivanna_origa_train_backup_10082025/rivanna_origa_train_backup_10082025/automated_screening/ORIGA/oldthreshold_mistake_training_split/test/images,98,98,13.673573,Potential public clean fundus data such as ORIGA. Needed for public train/validation/holdout.
3,public_reference_candidate,extracted_zips/Tien_DiscView/rivanna_origa_train_backup_10082025/rivanna_origa_train_backup_10082025/automated_screening/ORIGA/oldthreshold_mistake_training_split/val/images,97,97,13.488162,Potential public clean fundus data such as ORIGA. Needed for public train/validation/holdout.
3,public_reference_candidate,extracted_zips/Tien_DiscView/rivanna_origa_train_backup_10082025/rivanna_origa_train_backup_10082025/automated_screening/ORIGA/training_split/test/images,98,98,7.404378,Potential public clean fundus data such as ORIGA. Needed for public train/validation/holdout.
3,public_reference_candidate,extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Masks,650,650,6.949396,Potential public clean fundus data such as ORIGA. Needed for public train/validation/holdout.
3,public_reference_candidate,extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Images_Glare/.ipynb_checkpoints,21,21,6.819179,Potential public clean fundus data such as ORIGA. Needed for public train/validation/holdout.
3,public_reference_candidate,extracted_zips/Tien_DiscView/rivanna_origa_train_backup_10082025/rivanna_origa_train_backup_10082025/automated_screening/ORIGA/training_split/val/images,97,97,6.778391,Potential public clean fundus data such as ORIGA. Needed for public train/validation/holdout.
3,public_reference_candidate,extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Images_Cropped,650,650,5.839859,Potential public clean fundus data such as ORIGA. Needed for public train/validation/holdout.
3,public_reference_candidate,extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Predictions/Disc,650,650,5.102674,Potential public clean fundus data such as ORIGA. Needed for public train/validation/holdout.
3,public_reference_candidate,extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Predictions/Cup,650,650,5.028817,Potential public clean fundus data such as ORIGA. Needed for public train/validation/holdout.
3,public_reference_candidate,extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Masks_Cropped,650,650,1.641981,Potential public clean fundus data such as ORIGA. Needed for public train/validation/holdout.
3,public_reference_candidate,extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA,3,0,1.194704,Potential public clean fundus data such as ORIGA. Needed for public train/validation/holdout.
3,public_reference_candidate,extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Masks_Square,651,651,0.993426,Potential public clean fundus data such as ORIGA. Needed for public train/validation/holdout.
3,public_reference_candidate,extracted_zips/Tien_DiscView/rivanna_origa_train_backup_10082025/rivanna_origa_train_backup_10082025/automated_screening/ORIGA/Masks_Square,650,650,0.98952,Potential public clean fundus data such as ORIGA. Needed for public train/validation/holdout.
3,public_reference_candidate,extracted_zips/Tien_DiscView/rivanna_origa_train_backup_10082025/rivanna_origa_train_backup_10082025/automated_screening/ORIGA/oldthreshold_mistake_training_split/train/masks,455,455,0.692397,Potential public clean fundus data such as ORIGA. Needed for public train/validation/holdout.
3,public_reference_candidate,extracted_zips/Tien_DiscView/rivanna_origa_train_backup_10082025/rivanna_origa_train_backup_10082025/automated_screening/ORIGA/training_split/train/masks,455,455,0.692397,Potential public clean fundus data such as ORIGA. Needed for public train/validation/holdout.
3,public_reference_candidate,extracted_zips/Tien_DiscView/rivanna_origa_train_backup_10082025/rivanna_origa_train_backup_10082025/automated_screening/ORIGA/oldthreshold_mistake_training_split/test/masks,98,98,0.149886,Potential public clean fundus data such as ORIGA. Needed for public train/validation/holdout.
3,public_reference_candidate,extracted_zips/Tien_DiscView/rivanna_origa_train_backup_10082025/rivanna_origa_train_backup_10082025/automated_screening/ORIGA/training_split/test/masks,98,98,0.149886,Potential public clean fundus data such as ORIGA. Needed for public train/validation/holdout.
3,public_reference_candidate,extracted_zips/Tien_DiscView/rivanna_origa_train_backup_10082025/rivanna_origa_train_backup_10082025/automated_screening/ORIGA/oldthreshold_mistake_training_split/val/masks,97,97,0.147237,Potential public clean fundus data such as ORIGA. Needed for public train/validation/holdout.
3,public_reference_candidate,extracted_zips/Tien_DiscView/rivanna_origa_train_backup_10082025/rivanna_origa_train_backup_10082025/automated_screening/ORIGA/training_split/val/masks,97,97,0.147237,Potential public clean fundus data such as ORIGA. Needed for public train/validation/holdout.
4,image_dataset_candidate,extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/FundusImages,484,484,499.794535,"Large image directory. Verify whether images are raw inputs, processed inputs, or derived artifacts."
4,image_dataset_candidate,extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Images,650,650,465.651101,"Large image directory. Verify whether images are raw inputs, processed inputs, or derived artifacts."
4,image_dataset_candidate,extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Images_Glare,650,650,182.675507,"Large image directory. Verify whether images are raw inputs, processed inputs, or derived artifacts."
4,image_dataset_candidate,extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Clinic/Subject-3,215,215,153.447057,"Large image directory. Verify whether images are raw inputs, processed inputs, or derived artifacts."
4,image_dataset_candidate,extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Clinic/Subject-2,208,208,140.022337,"Large image directory. Verify whether images are raw inputs, processed inputs, or derived artifacts."
4,image_dataset_candidate,extracted_zips/Tien_DiscView/rivanna_origa_train_backup_10082025/rivanna_origa_train_backup_10082025/automated_screening/ORIGA/Thresholded_Images_Square,650,650,90.597908,"Large image directory. Verify whether images are raw inputs, processed inputs, or derived artifacts."
4,image_dataset_candidate,extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Papila/ExpertsSegmentations/ImagesWithContours,488,488,83.191399,"Large image directory. Verify whether images are raw inputs, processed inputs, or derived artifacts."
4,image_dataset_candidate,extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Clinic/Subject 1 CD-1,74,74,69.521852,"Large image directory. Verify whether images are raw inputs, processed inputs, or derived artifacts."
4,image_dataset_candidate,extracted_zips/Tien_DiscView/rivanna_origa_train_backup_10082025/rivanna_origa_train_backup_10082025/automated_screening/ORIGA/psd_clinic_images_png,113,113,67.969578,"Large image directory. Verify whether images are raw inputs, processed inputs, or derived artifacts."
4,image_dataset_candidate,extracted_zips/convert_psd_to_label/convert_psd_to_label/processed_pngs/clinic_images,113,113,67.969578,"Large image directory. Verify whether images are raw inputs, processed inputs, or derived artifacts."
4,image_dataset_candidate,extracted_zips/Tien_DiscView/rivanna_origa_train_backup_10082025/rivanna_origa_train_backup_10082025/automated_screening/ORIGA/oldthreshold_mistake_training_split/train/images,455,455,63.436172,"Large image directory. Verify whether images are raw inputs, processed inputs, or derived artifacts."
4,image_dataset_candidate,extracted_zips/Tien_DiscView/Test_Non_Processed_Images/Test Non-processed Images Data,109,109,58.332504,"Large image directory. Verify whether images are raw inputs, processed inputs, or derived artifacts."
4,image_dataset_candidate,extracted_zips/rivanna_train_discview/rivanna_train_discview/Test Non-processed Images Data,109,109,58.332504,"Large image directory. Verify whether images are raw inputs, processed inputs, or derived artifacts."
4,image_dataset_candidate,extracted_zips/rivanna_train_discview/rivanna_train_discview/Thresholded_Images_Square_15_4,650,650,46.608776,"Large image directory. Verify whether images are raw inputs, processed inputs, or derived artifacts."
4,image_dataset_candidate,extracted_zips/Tien_DiscView/rivanna_origa_train_backup_10082025/rivanna_origa_train_backup_10082025/automated_screening/ORIGA/Thresholded_Images_Square_15_4,650,650,46.608776,"Large image directory. Verify whether images are raw inputs, processed inputs, or derived artifacts."
4,image_dataset_candidate,extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/Clinic/Subject 1 CD-2,38,38,39.980389,"Large image directory. Verify whether images are raw inputs, processed inputs, or derived artifacts."
4,image_dataset_candidate,extracted_zips/Tien_DiscView/Tien_MSDS_Google_Drive/MSDS Google Drive/UVA Capstone/Data Sets/ORIGA/Images_Square,650,650,35.066236,"Large image directory. Verify whether images are raw inputs, processed inputs, or derived artifacts."
4,image_dataset_candidate,extracted_zips/rivanna_train_discview/rivanna_train_discview/Images_Square,650,650,35.066236,"Large image directory. Verify whether images are raw inputs, processed inputs, or derived artifacts."
